{bcb62f0d-6ebe-489e-87d0-3d2ecfcc1fa2},{9bb20158-44b9-4bc9-b5d8-b271c770ce9f},2018-10-19 10:14:34.962,"<StartSessionEvent Width=""1294"" Height=""694"" Device=""WindowsDesktop"" Language=""nl_NL"" KeyValue=""'FirstTime',1"" Platform=""Windows"" Longitude=""0"" Latitude=""0"" />"
{bcb62f0d-6ebe-489e-87d0-3d2ecfcc1fa2},{9bb20158-44b9-4bc9-b5d8-b271c770ce9f},2018-10-19 10:14:34.963,"<UpdatePageEvent LayoutSetName=""CAPI"" PageIndex=""1"" />"
{bcb62f0d-6ebe-489e-87d0-3d2ecfcc1fa2},{9bb20158-44b9-4bc9-b5d8-b271c770ce9f},2018-10-19 10:14:34.966,"<EnterFieldEvent FieldName=""SuccesfullyInstalled"" AnswerStatus=""Empty"" />"
{bcb62f0d-6ebe-489e-87d0-3d2ecfcc1fa2},{9bb20158-44b9-4bc9-b5d8-b271c770ce9f},2018-10-19 10:14:38.008,"<ActionEvent Action=""NextPage()"" ControlID=""q"" />"
{bcb62f0d-6ebe-489e-87d0-3d2ecfcc1fa2},{9bb20158-44b9-4bc9-b5d8-b271c770ce9f},2018-10-19 10:14:38.107,"<UpdatePageEvent LayoutSetName=""CAPI"" PageIndex=""1"" />"
{bcb62f0d-6ebe-489e-87d0-3d2ecfcc1fa2},{9bb20158-44b9-4bc9-b5d8-b271c770ce9f},2018-10-19 10:14:38.108,"<EnterFieldEvent FieldName=""SuccesfullyInstalled"" AnswerStatus=""Empty"" />"
{bcb62f0d-6ebe-489e-87d0-3d2ecfcc1fa2},{9bb20158-44b9-4bc9-b5d8-b271c770ce9f},2018-10-19 10:14:40.757,"<ActionEvent Action=""Save();Quit()"" ControlID=""na_1b_a"" />"
{bcb62f0d-6ebe-489e-87d0-3d2ecfcc1fa2},{9bb20158-44b9-4bc9-b5d8-b271c770ce9f},2018-10-19 10:14:42.565,<InterruptSessionEvent />
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:22:29.33,"<StartSessionEvent Width=""1294"" Height=""694"" Device=""WindowsDesktop"" Language=""generic"" KeyValue=""'TT-000406-02',1"" Platform=""Windows"" Longitude=""0"" Latitude=""0"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:22:29.331,"<UpdatePageEvent LayoutSetName=""CAPI"" PageIndex=""2"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:22:29.333,"<EnterFieldEvent FieldName=""Test"" AnswerStatus=""Empty"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:22:37.608,"<CategoryEvent IsSelected=""true"" Code=""23"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:22:38.693,"<CategoryEvent IsSelected=""true"" Code=""14"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:22:47.967,"<CategoryEvent IsSelected=""true"" Code=""20"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:22:57.005,"<CategoryEvent IsSelected=""true"" Code=""12"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:03.726,"<CategoryEvent IsSelected=""true"" Code=""5"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:10.611,"<LeaveFieldEvent FieldName=""Test"" Value=""23-14-20-12-5"" AnswerStatus=""Response"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:10.611,"<ActionEvent Action=""NextPage()"" ControlID=""q"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:10.863,"<UpdatePageEvent LayoutSetName=""CAPI"" PageIndex=""3"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:10.863,"<EnterFieldEvent FieldName=""Intro2"" AnswerStatus=""Empty"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:13.825,"<CategoryEvent IsSelected=""false"" Code=""1"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:14.968,"<LeaveFieldEvent FieldName=""Intro2"" Value=""1"" AnswerStatus=""Response"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:14.968,"<ActionEvent Action=""NextPage()"" ControlID=""q"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:15.014,"<UpdatePageEvent LayoutSetName=""CAPI"" PageIndex=""5"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:15.014,"<EnterFieldEvent FieldName=""Sec_DN1.DN801_Intro"" AnswerStatus=""Empty"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:18.551,"<CategoryEvent IsSelected=""false"" Code=""1"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:21.773,"<LeaveFieldEvent FieldName=""Sec_DN1.DN801_Intro"" Value=""1"" AnswerStatus=""Response"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:21.773,"<ActionEvent Action=""NextPage()"" ControlID=""q"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:21.85,"<UpdatePageEvent LayoutSetName=""CAPI"" PageIndex=""7"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:21.85,"<EnterFieldEvent FieldName=""Sec_DN1.DN001b_Intro"" AnswerStatus=""Empty"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:23.478,"<CategoryEvent IsSelected=""false"" Code=""1"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:24.844,"<LeaveFieldEvent FieldName=""Sec_DN1.DN001b_Intro"" Value=""1"" AnswerStatus=""Response"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:24.844,"<ActionEvent Action=""NextPage()"" ControlID=""q"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:24.892,"<UpdatePageEvent LayoutSetName=""CAPI"" PageIndex=""8"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:24.892,"<EnterFieldEvent FieldName=""Sec_DN1.DN042_Gender"" AnswerStatus=""Empty"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:32.151,"<CategoryEvent IsSelected=""false"" Code=""1"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:33.644,"<LeaveFieldEvent FieldName=""Sec_DN1.DN042_Gender"" Value=""1"" AnswerStatus=""Response"" />"
{c7f683e2-117f-4e91-a035-b1563c5161de},{778a45cd-bbf0-4bfc-ba69-48d5b2e99cbd},2018-10-19 10:23:33.644,"<ActionEvent Action=""NextPage()"" ControlID=""q"" />"
